Matrix,M,N,NZ,Mode,Threads,AvgTime(ms),MedianTime(ms),BestTime(ms),AvgGFlops,MedianGFlops,BestGFlops,Passed,Iterations
nlpkkt80,1062400,1062400,28704672,ompHLL,3,16.754705,16.624786,16.557171,3.426461,3.453238,3.467340,1,5
olafu,16146,16146,1015156,serial,1,1.098172,1.097027,1.094313,1.848810,1.850740,1.855330,1,5
olafu,16146,16146,1015156,ompCSR,3,0.447207,0.448085,0.409272,4.539985,4.531091,4.960790,1,5
olafu,16146,16146,1015156,ompHLL,3,2.006203,1.998704,1.979378,1.012017,1.015814,1.025732,1,5
olm1000,1000,1000,3996,serial,1,0.004136,0.004109,0.004102,1.932300,1.944781,1.948313,1,5
olm1000,1000,1000,3996,ompCSR,3,0.007119,0.006484,0.006208,1.122584,1.232653,1.287355,1,5
olm1000,1000,1000,3996,ompHLL,3,0.018730,0.018898,0.011270,0.426690,0.422902,0.709143,1,5
PR02R,161070,161070,8185136,serial,1,9.758606,9.758919,9.748495,1.677522,1.677468,1.679261,1,5
PR02R,161070,161070,8185136,ompCSR,3,3.833079,3.477051,3.442608,4.270790,4.708091,4.755195,1,5
PR02R,161070,161070,8185136,ompHLL,3,10.178926,10.213839,9.952581,1.608251,1.602754,1.644827,1,5
raefsky2,3242,3242,294276,serial,1,0.332645,0.333686,0.327955,1.769308,1.763790,1.794612,1,5
raefsky2,3242,3242,294276,ompCSR,3,0.186943,0.179038,0.140706,3.148292,3.287293,4.182847,1,5
raefsky2,3242,3242,294276,ompHLL,3,0.717017,0.673225,0.471252,0.820834,0.874228,1.248911,1,5
rdist2,3198,3198,56934,serial,1,0.054414,0.054394,0.054364,2.092633,2.093392,2.094549,1,5
rdist2,3198,3198,56934,ompCSR,3,0.056961,0.059918,0.044311,1.999068,1.900394,2.569750,1,5
rdist2,3198,3198,56934,ompHLL,3,0.321155,0.271168,0.202259,0.354558,0.419917,0.562981,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.086678,9.080981,9.041660,0.678751,0.679177,0.682130,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,3,3.787364,3.755424,3.337416,1.628465,1.642316,1.848014,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,3,8.298416,8.416979,7.727761,0.743225,0.732756,0.798109,1,5
thermal1,82654,82654,574458,serial,1,0.828093,0.821689,0.814856,1.387423,1.398238,1.409962,1,5
thermal1,82654,82654,574458,ompCSR,3,0.367058,0.359792,0.330496,3.130062,3.193283,3.476339,1,5
thermal1,82654,82654,574458,ompHLL,3,0.634640,0.661045,0.509951,1.810342,1.738030,2.252993,1,5
thermal2,1228045,1228045,8580313,serial,1,17.182445,17.125171,16.935377,0.998730,1.002070,1.013300,1,5
thermal2,1228045,1228045,8580313,ompCSR,3,5.984152,5.944436,5.869594,2.867679,2.886838,2.923648,1,5
thermal2,1228045,1228045,8580313,ompHLL,3,11.570914,11.081494,11.022171,1.483083,1.548584,1.556919,1,5
thermomech_TK,102158,102158,711558,serial,1,1.135732,1.133261,1.130872,1.253038,1.255771,1.258424,1,5
thermomech_TK,102158,102158,711558,ompCSR,3,0.610733,0.594801,0.562657,2.330178,2.392594,2.529278,1,5
thermomech_TK,102158,102158,711558,ompHLL,3,0.871556,0.873637,0.767168,1.632845,1.628955,1.855025,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.268674,6.274896,6.243924,0.990811,0.989829,0.994739,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,3,3.212547,3.142780,2.937693,1.933379,1.976298,2.114269,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,3,85.193490,84.598062,84.482425,0.072905,0.073419,0.073519,1,5
west2021,2021,2021,7353,serial,1,0.008128,0.008097,0.008022,1.809353,1.816338,1.833194,1,5
west2021,2021,2021,7353,ompCSR,3,0.010799,0.010745,0.008039,1.361825,1.368642,1.829318,1,5
west2021,2021,2021,7353,ompHLL,3,0.049845,0.047600,0.032736,0.295033,0.308949,0.449230,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.020849,0.020548,0.019876,1.078794,1.094611,1.131620,1,5
adder_dcop_32,1813,1813,11246,ompCSR,4,0.018060,0.018363,0.015903,1.245418,1.224885,1.414322,1,5
adder_dcop_32,1813,1813,11246,ompHLL,4,2.198835,2.165138,1.909843,0.010229,0.010388,0.011777,1,5
af_1_k101,503625,503625,17550675,serial,1,21.878642,21.878959,21.871884,1.604366,1.604343,1.604862,1,5
af_1_k101,503625,503625,17550675,ompCSR,4,6.456808,6.430452,6.416905,5.436332,5.458613,5.470137,1,5
af_1_k101,503625,503625,17550675,ompHLL,4,7.973698,7.971271,7.942695,4.402142,4.403482,4.419325,1,5
af23560,23560,23560,484256,serial,1,0.449639,0.450065,0.432219,2.153977,2.151938,2.240790,1,5
af23560,23560,23560,484256,ompCSR,4,0.172423,0.168524,0.137657,5.617061,5.747044,7.035688,1,5
af23560,23560,23560,484256,ompHLL,4,0.289492,0.295467,0.231373,3.345557,3.277908,4.185933,1,5
amazon0302,262111,262111,1234877,serial,1,2.990721,2.996410,2.970883,0.825806,0.824238,0.831320,1,5
amazon0302,262111,262111,1234877,ompCSR,4,0.928504,0.844872,0.752792,2.659929,2.923227,3.280792,1,5
amazon0302,262111,262111,1234877,ompHLL,4,1.527652,1.539391,1.298154,1.616700,1.604371,1.902512,1,5
bcsstk17,10974,10974,428650,serial,1,0.449252,0.445845,0.433097,1.908283,1.922866,1.979464,1,5
bcsstk17,10974,10974,428650,ompCSR,4,0.208999,0.228169,0.132983,4.101924,3.757303,6.446690,1,5
bcsstk17,10974,10974,428650,ompHLL,4,2.200201,2.178752,1.570016,0.389646,0.393482,0.546045,1,5
cage4,9,9,49,serial,1,0.000080,0.000075,0.000072,1.222234,1.299095,1.362158,1,5
cage4,9,9,49,ompCSR,4,0.005130,0.005261,0.003670,0.019104,0.018629,0.026703,1,5
cage4,9,9,49,ompHLL,4,0.004874,0.004839,0.003575,0.020106,0.020252,0.027413,1,5
cant,62451,62451,4007383,serial,1,4.734289,4.734799,4.725223,1.692919,1.692736,1.696167,1,5
cant,62451,62451,4007383,ompCSR,4,1.887239,1.909097,1.626986,4.246821,4.198196,4.926143,1,5
cant,62451,62451,4007383,ompHLL,4,5.090300,5.320186,3.891744,1.574517,1.506482,2.059428,1,5
cavity10,2597,2597,76367,serial,1,0.076636,0.075554,0.075123,1.992979,2.021519,2.033118,1,5
cavity10,2597,2597,76367,ompCSR,4,0.057022,0.058330,0.045402,2.678521,2.618446,3.364039,1,5
cavity10,2597,2597,76367,ompHLL,4,0.286310,0.260047,0.197630,0.533457,0.587331,0.772828,1,5
cop20k_A,121192,121192,2624331,serial,1,4.313554,4.307375,4.294455,1.216784,1.218529,1.222195,1,5
cop20k_A,121192,121192,2624331,ompCSR,4,2.262216,2.270482,2.141164,2.320142,2.311695,2.451312,1,5
cop20k_A,121192,121192,2624331,ompHLL,4,4.907567,5.195320,3.824960,1.069504,1.010267,1.372214,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,152.559249,152.574543,152.437204,1.667629,1.667462,1.668965,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,4,53.605560,51.429901,48.894767,4.746006,4.946778,5.203262,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,4,78.187376,71.365576,70.685931,3.253879,3.564916,3.599193,1,5
dc1,116835,116835,766396,serial,1,0.896655,0.889825,0.889336,1.709455,1.722577,1.723524,1,5
dc1,116835,116835,766396,ompCSR,4,0.518928,0.507310,0.373928,2.953768,3.021408,4.099164,1,5
dc1,116835,116835,766396,ompHLL,4,162.930798,159.434551,159.105192,0.009408,0.009614,0.009634,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.414858,0.413219,0.399254,2.076567,2.084800,2.157724,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,4,0.215387,0.218093,0.152599,3.999693,3.950067,5.645382,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,4,0.426819,0.389689,0.297316,2.018375,2.210686,2.897523,1,5
lung2,109460,109460,492564,serial,1,0.537323,0.525255,0.519369,1.833399,1.875522,1.896779,1,5
lung2,109460,109460,492564,ompCSR,4,0.231680,0.248578,0.164329,4.252102,3.963054,5.994853,1,5
lung2,109460,109460,492564,ompHLL,4,0.689906,0.665185,0.567317,1.427915,1.480984,1.736468,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.523773,1.524214,1.515335,1.671363,1.670879,1.680670,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,4,0.651099,0.660844,0.517453,3.911508,3.853826,4.921757,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,4,6.241938,6.581324,4.869682,0.408011,0.386970,0.522987,1,5
mcfe,765,765,24382,serial,1,0.027507,0.027502,0.027496,1.772786,1.773076,1.773493,1,5
mcfe,765,765,24382,ompCSR,4,0.021148,0.019820,0.018635,2.305898,2.460336,2.616803,1,5
mcfe,765,765,24382,ompHLL,4,0.124370,0.110867,0.078032,0.392090,0.439844,0.624923,1,5
mhd4800a,4800,4800,102252,serial,1,0.103300,0.102064,0.101990,1.979715,2.003684,2.005139,1,5
mhd4800a,4800,4800,102252,ompCSR,4,0.072208,0.073004,0.061370,2.832162,2.801289,3.332314,1,5
mhd4800a,4800,4800,102252,ompHLL,4,0.296658,0.299517,0.183766,0.689359,0.682780,1.112850,1,5
mhda416,416,416,8562,serial,1,0.008819,0.008783,0.008765,1.941720,1.949569,1.953674,1,5
mhda416,416,416,8562,ompCSR,4,0.010846,0.009857,0.009100,1.578796,1.737242,1.881768,1,5
mhda416,416,416,8562,ompHLL,4,0.028026,0.022925,0.018641,0.611005,0.746958,0.918620,1,5
mhda416,416,416,8562,serial,1,0.009846,0.009817,0.009776,1.739230,1.744236,1.751641,1,5
mhda416,416,416,8562,ompCSR,4,0.011909,0.012023,0.009291,1.437936,1.424274,1.843076,1,5
mhda416,416,416,8562,ompHLL,4,0.030692,0.020956,0.020713,0.557935,0.817123,0.826724,1,5
ML_Laplace,377002,377002,27689972,serial,1,33.098961,32.716847,32.649786,1.673163,1.692704,1.696181,1,5
ML_Laplace,377002,377002,27689972,ompCSR,4,10.058137,10.075969,9.985437,5.505984,5.496240,5.546071,1,5
ML_Laplace,377002,377002,27689972,ompHLL,4,13.309252,13.301136,13.293872,4.161011,4.163550,4.165825,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.332363,33.114686,32.787718,1.722330,1.733652,1.750941,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,4,11.201578,11.191660,11.141457,5.125112,5.129654,5.152768,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,4,13.756995,13.776654,13.661841,4.173102,4.167147,4.202167,1,5
olafu,16146,16146,1015156,serial,1,1.097122,1.095013,1.091673,1.850580,1.854145,1.859817,1,5
olafu,16146,16146,1015156,ompCSR,4,0.361448,0.364639,0.310791,5.617158,5.568013,6.532725,1,5
olafu,16146,16146,1015156,ompHLL,4,2.627771,2.723119,2.058983,0.772637,0.745583,0.986075,1,5
olm1000,1000,1000,3996,serial,1,0.004240,0.004243,0.004218,1.885013,1.883784,1.894755,1,5
olm1000,1000,1000,3996,ompCSR,4,0.011876,0.010417,0.006547,0.672939,0.767206,1.220718,1,5
olm1000,1000,1000,3996,ompHLL,4,0.019397,0.019034,0.010422,0.412028,0.419880,0.766842,1,5
PR02R,161070,161070,8185136,serial,1,9.770132,9.757564,9.696635,1.675543,1.677701,1.688243,1,5
PR02R,161070,161070,8185136,ompCSR,4,2.954251,2.955219,2.938039,5.541260,5.539444,5.571836,1,5
PR02R,161070,161070,8185136,ompHLL,4,8.562558,8.553783,8.504863,1.911844,1.913805,1.924813,1,5
raefsky2,3242,3242,294276,serial,1,0.343378,0.346349,0.327916,1.714008,1.699303,1.794825,1,5
raefsky2,3242,3242,294276,ompCSR,4,0.144671,0.156829,0.097456,4.068210,3.752826,6.039154,1,5
raefsky2,3242,3242,294276,ompHLL,4,0.662206,0.634458,0.487177,0.888775,0.927645,1.208086,1,5
rdist2,3198,3198,56934,serial,1,0.059580,0.058279,0.058128,1.911163,1.953826,1.958921,1,5
rdist2,3198,3198,56934,ompCSR,4,0.046650,0.046991,0.038614,2.440926,2.423185,2.948885,1,5
rdist2,3198,3198,56934,ompHLL,4,0.226223,0.222012,0.219725,0.503345,0.512891,0.518229,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.479648,9.483605,9.345411,0.650614,0.650343,0.659959,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,4,3.253551,3.169136,2.993842,1.895649,1.946143,2.060093,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,4,5.888227,5.874569,5.384349,1.047445,1.049880,1.145467,1,5
thermal1,82654,82654,574458,serial,1,0.872705,0.866057,0.855232,1.316499,1.326606,1.343397,1,5
thermal1,82654,82654,574458,ompCSR,4,0.264809,0.258796,0.211810,4.338660,4.439466,5.424277,1,5
thermal1,82654,82654,574458,ompHLL,4,0.492242,0.491047,0.449927,2.334048,2.339727,2.553561,1,5
thermal2,1228045,1228045,8580313,serial,1,17.152403,17.106657,16.937001,1.000479,1.003155,1.013203,1,5
thermal2,1228045,1228045,8580313,ompCSR,4,4.817836,4.796232,4.749070,3.561895,3.577939,3.613471,1,5
thermal2,1228045,1228045,8580313,ompHLL,4,9.198248,8.746914,8.711258,1.865641,1.961906,1.969937,1,5
thermomech_TK,102158,102158,711558,serial,1,1.134528,1.133494,1.132190,1.254368,1.255513,1.256959,1,5
thermomech_TK,102158,102158,711558,ompCSR,4,0.465849,0.475755,0.376807,3.054890,2.991282,3.776778,1,5
thermomech_TK,102158,102158,711558,ompHLL,4,0.757970,0.724749,0.673202,1.877535,1.963597,2.113951,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.286584,6.284067,6.278367,0.987988,0.988384,0.989281,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,4,3.080848,3.093932,2.672302,2.016027,2.007501,2.324240,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,4,79.572103,79.522954,77.974023,0.078056,0.078104,0.079656,1,5
west2021,2021,2021,7353,serial,1,0.008276,0.008245,0.008116,1.776940,1.783627,1.811974,1,5
west2021,2021,2021,7353,ompCSR,4,0.013663,0.014116,0.011285,1.076356,1.041801,1.303138,1,5
west2021,2021,2021,7353,ompHLL,4,0.053061,0.042032,0.034546,0.277153,0.349873,0.425693,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.020418,0.020269,0.019573,1.101576,1.109700,1.149133,1,5
adder_dcop_32,1813,1813,11246,ompCSR,5,0.016862,0.017361,0.013967,1.333887,1.295546,1.610362,1,5
adder_dcop_32,1813,1813,11246,ompHLL,5,1.991764,1.966652,1.879986,0.011293,0.011437,0.011964,1,5
af_1_k101,503625,503625,17550675,serial,1,21.845833,21.820323,21.740104,1.606776,1.608654,1.614590,1,5
af_1_k101,503625,503625,17550675,ompCSR,5,6.206297,6.185172,6.156330,5.655764,5.675080,5.701668,1,5
af_1_k101,503625,503625,17550675,ompHLL,5,7.336014,7.317242,7.296735,4.784799,4.797074,4.810556,1,5
af23560,23560,23560,484256,serial,1,0.447801,0.445423,0.431966,2.162816,2.174365,2.242102,1,5
af23560,23560,23560,484256,ompCSR,5,0.192601,0.182541,0.129445,5.028599,5.305737,7.482035,1,5
af23560,23560,23560,484256,ompHLL,5,0.315062,0.329065,0.252107,3.074034,2.943224,3.841670,1,5
amazon0302,262111,262111,1234877,serial,1,3.082152,3.031746,3.028950,0.801308,0.814631,0.815383,1,5
amazon0302,262111,262111,1234877,ompCSR,5,0.839947,0.860637,0.672909,2.940370,2.869682,3.670264,1,5
amazon0302,262111,262111,1234877,ompHLL,5,1.361757,1.332634,1.262665,1.813652,1.853288,1.955985,1,5
bcsstk17,10974,10974,428650,serial,1,0.449621,0.446287,0.433835,1.906718,1.920963,1.976097,1,5
bcsstk17,10974,10974,428650,ompCSR,5,0.126643,0.132003,0.108652,6.769397,6.494550,7.890325,1,5
bcsstk17,10974,10974,428650,ompHLL,5,2.220567,2.117219,1.702124,0.386073,0.404918,0.503665,1,5
cage4,9,9,49,serial,1,0.000089,0.000081,0.000072,1.107285,1.209502,1.362158,1,5
cage4,9,9,49,ompCSR,5,0.005368,0.005768,0.003837,0.018256,0.016990,0.025540,1,5
cage4,9,9,49,ompHLL,5,0.006993,0.005442,0.004756,0.014014,0.018007,0.020605,1,5
cant,62451,62451,4007383,serial,1,4.809927,4.803525,4.746412,1.666297,1.668518,1.688595,1,5
cant,62451,62451,4007383,ompCSR,5,1.859210,1.766468,1.445009,4.310846,4.537170,5.546516,1,5
cant,62451,62451,4007383,ompHLL,5,2.889140,2.631597,2.595442,2.774101,3.045590,3.088016,1,5
cavity10,2597,2597,76367,serial,1,0.075474,0.075519,0.075282,2.023664,2.022457,2.028826,1,5
cavity10,2597,2597,76367,ompCSR,5,0.047467,0.051361,0.033967,3.217721,2.973763,4.496546,1,5
cavity10,2597,2597,76367,ompHLL,5,0.295888,0.276391,0.193289,0.516189,0.552602,0.790185,1,5
cop20k_A,121192,121192,2624331,serial,1,4.393226,4.399406,4.372965,1.194717,1.193039,1.200252,1,5
cop20k_A,121192,121192,2624331,ompCSR,5,2.217159,2.222014,2.137104,2.367292,2.362119,2.455969,1,5
cop20k_A,121192,121192,2624331,ompHLL,5,5.354227,5.459728,4.139917,0.980284,0.961341,1.267818,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,153.495643,153.439821,152.645192,1.657456,1.658059,1.666690,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,5,50.285741,47.499208,47.160604,5.059333,5.356137,5.394594,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,5,75.510522,76.328202,67.614877,3.369230,3.333136,3.762667,1,5
dc1,116835,116835,766396,serial,1,0.951891,0.942998,0.940168,1.610260,1.625446,1.630338,1,5
dc1,116835,116835,766396,ompCSR,5,0.523203,0.485481,0.387596,2.929630,3.157268,3.954612,1,5
dc1,116835,116835,766396,ompHLL,5,166.457236,163.094069,161.465372,0.009208,0.009398,0.009493,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.414637,0.414076,0.399224,2.077672,2.080487,2.157886,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,5,0.132465,0.126072,0.117450,6.503478,6.833211,7.334865,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,5,0.385317,0.410515,0.270632,2.235771,2.098535,3.183216,1,5
lung2,109460,109460,492564,serial,1,0.535917,0.523754,0.520436,1.838208,1.880900,1.892890,1,5
lung2,109460,109460,492564,ompCSR,5,0.202225,0.197982,0.151242,4.871452,4.975834,6.513592,1,5
lung2,109460,109460,492564,ompHLL,5,0.551169,0.558346,0.440272,1.787344,1.764368,2.237544,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.552309,1.551801,1.523738,1.640638,1.641176,1.671401,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,5,0.563573,0.550045,0.468964,4.518981,4.630127,5.430647,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,5,5.142291,5.355747,4.045722,0.495261,0.475522,0.629499,1,5
mcfe,765,765,24382,serial,1,0.027515,0.027513,0.027498,1.772270,1.772368,1.773365,1,5
mcfe,765,765,24382,ompCSR,5,0.017804,0.017829,0.016723,2.738894,2.735094,2.915973,1,5
mcfe,765,765,24382,ompHLL,5,0.118456,0.109078,0.074585,0.411662,0.447058,0.653805,1,5
mhd4800a,4800,4800,102252,serial,1,0.103064,0.101933,0.101894,1.984233,2.006259,2.007029,1,5
mhd4800a,4800,4800,102252,ompCSR,5,0.061753,0.061920,0.033173,3.311671,3.302740,6.164770,1,5
mhd4800a,4800,4800,102252,ompHLL,5,0.281206,0.271441,0.185788,0.727238,0.753400,1.100738,1,5
mhda416,416,416,8562,serial,1,0.008819,0.008784,0.008759,1.941816,1.949453,1.954998,1,5
mhda416,416,416,8562,ompCSR,5,0.010461,0.009014,0.007990,1.636893,1.899814,2.143166,1,5
mhda416,416,416,8562,ompHLL,5,0.042489,0.041225,0.019334,0.403019,0.415384,0.885693,1,5
mhda416,416,416,8562,serial,1,0.008814,0.008774,0.008751,1.942926,1.951678,1.956792,1,5
mhda416,416,416,8562,ompCSR,5,0.010757,0.010421,0.008354,1.591858,1.643142,2.049805,1,5
mhda416,416,416,8562,ompHLL,5,0.021750,0.020217,0.019096,0.787310,0.847030,0.896734,1,5
ML_Laplace,377002,377002,27689972,serial,1,32.706814,32.716598,32.666397,1.693223,1.692717,1.695318,1,5
ML_Laplace,377002,377002,27689972,ompCSR,5,9.799420,9.808643,9.716217,5.651349,5.646035,5.699743,1,5
ML_Laplace,377002,377002,27689972,ompHLL,5,11.908020,11.919495,11.833206,4.650643,4.646165,4.680046,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,32.935537,32.991461,32.759787,1.743082,1.740127,1.752433,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,5,10.925181,10.913844,10.864863,5.254773,5.260231,5.283945,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,5,12.948697,12.905285,12.884386,4.433600,4.448514,4.455730,1,5
olafu,16146,16146,1015156,serial,1,1.135460,1.140651,1.104712,1.788096,1.779958,1.837866,1,5
olafu,16146,16146,1015156,ompCSR,5,0.357282,0.294194,0.286204,5.682663,6.901268,7.093935,1,5
olafu,16146,16146,1015156,ompHLL,5,2.916758,2.939918,2.076795,0.696085,0.690602,0.977618,1,5
olm1000,1000,1000,3996,serial,1,0.004253,0.004260,0.004232,1.878951,1.875858,1.888500,1,5
olm1000,1000,1000,3996,ompCSR,5,0.011512,0.011337,0.010491,0.694248,0.704949,0.761796,1,5
olm1000,1000,1000,3996,ompHLL,5,0.022229,0.019246,0.012575,0.359523,0.415245,0.635549,1,5
PR02R,161070,161070,8185136,serial,1,9.835188,9.835562,9.811397,1.664459,1.664396,1.668496,1,5
PR02R,161070,161070,8185136,ompCSR,5,2.744616,2.738844,2.736300,5.964503,5.977072,5.982631,1,5
PR02R,161070,161070,8185136,ompHLL,5,6.912841,6.896945,6.782494,2.368096,2.373554,2.413607,1,5
raefsky2,3242,3242,294276,serial,1,0.329365,0.328387,0.327843,1.786927,1.792254,1.795226,1,5
raefsky2,3242,3242,294276,ompCSR,5,0.096187,0.099555,0.082011,6.118863,5.911800,7.176502,1,5
raefsky2,3242,3242,294276,ompHLL,5,0.559505,0.493609,0.477515,1.051915,1.192343,1.232531,1,5
rdist2,3198,3198,56934,serial,1,0.054626,0.054630,0.054559,2.084502,2.084368,2.087063,1,5
rdist2,3198,3198,56934,ompCSR,5,0.039083,0.034867,0.030719,2.913493,3.265784,3.706764,1,5
rdist2,3198,3198,56934,ompHLL,5,0.295196,0.300856,0.213883,0.385737,0.378480,0.532385,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.050372,9.048330,9.013746,0.681474,0.681628,0.684243,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,5,2.893833,2.927082,2.486467,2.131288,2.107079,2.480464,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,5,6.041989,6.032687,4.796896,1.020788,1.022362,1.285746,1,5
thermal1,82654,82654,574458,serial,1,0.808431,0.807257,0.804486,1.421169,1.423234,1.428137,1,5
thermal1,82654,82654,574458,ompCSR,5,0.243526,0.246448,0.183690,4.717837,4.661910,6.254647,1,5
thermal1,82654,82654,574458,ompHLL,5,0.504192,0.531772,0.397864,2.278727,2.160542,2.887710,1,5
thermal2,1228045,1228045,8580313,serial,1,17.173194,17.089886,16.980454,0.999268,1.004139,1.010611,1,5
thermal2,1228045,1228045,8580313,ompCSR,5,4.603910,4.601477,4.560538,3.727403,3.729373,3.762851,1,5
thermal2,1228045,1228045,8580313,ompHLL,5,7.773572,7.745541,7.713474,2.207560,2.215549,2.224760,1,5
thermomech_TK,102158,102158,711558,serial,1,1.112397,1.112552,1.109167,1.279324,1.279146,1.283049,1,5
thermomech_TK,102158,102158,711558,ompCSR,5,0.363107,0.349584,0.292770,3.919272,4.070885,4.860867,1,5
thermomech_TK,102158,102158,711558,ompHLL,5,0.680462,0.679374,0.630327,2.091397,2.094748,2.257742,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.260630,6.248989,6.237959,0.992084,0.993932,0.995690,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,5,3.418800,3.404000,2.663119,1.816741,1.824639,2.332255,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,5,94.739295,91.926703,78.169304,0.065560,0.067565,0.079457,1,5
west2021,2021,2021,7353,serial,1,0.008393,0.008329,0.008261,1.752121,1.765627,1.780183,1,5
west2021,2021,2021,7353,ompCSR,5,0.014159,0.014058,0.011134,1.038634,1.046097,1.320824,1,5
west2021,2021,2021,7353,ompHLL,5,0.099539,0.099335,0.088900,0.147741,0.148045,0.165422,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.022333,0.021894,0.020615,1.007131,1.027314,1.091047,1,5
adder_dcop_32,1813,1813,11246,ompCSR,6,0.017123,0.016718,0.015453,1.313539,1.345381,1.455513,1,5
adder_dcop_32,1813,1813,11246,ompHLL,6,2.136932,2.063986,1.903889,0.010525,0.010897,0.011814,1,5
